"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"SCAMP2",4.46359387284783e-19,0.268224796642439,0.352,0.266,9.1168904852917e-15,"6","SCAMP2"
"AHSP",0,3.87609991876479,0.982,0.026,0,"7","AHSP"
"HBM",0,3.66342114049203,0.867,0.019,0,"7","HBM"
"CA1",0,3.49173975802883,0.895,0.018,0,"7","CA1"
"SLC4A1",0,2.75567719910707,0.774,0.016,0,"7","SLC4A1"
"ALAS2",0,2.37972272931337,0.895,0.006,0,"7","ALAS2"
"CA2",0,2.34297546101908,0.821,0.019,0,"7","CA2"
"HEMGN",0,2.1774069640901,0.808,0.009,0,"7","HEMGN"
"GYPA",0,2.10902780021084,0.782,0.003,0,"7","GYPA"
"HMBS",0,1.76299520394999,0.815,0.058,0,"7","HMBS"
"ANK1",0,1.63263991196253,0.819,0.008,0,"7","ANK1"
"GYPB",0,1.61536051935144,0.763,0.003,0,"7","GYPB"
"SPTA1",0,1.5366803228207,0.732,0.086,0,"7","SPTA1"
"RHAG",0,1.44524601192959,0.732,0.002,0,"7","RHAG"
"UROD",0,1.37775245493351,0.774,0.2,0,"7","UROD"
"KLF1",0,1.35437016182149,0.765,0.003,0,"7","KLF1"
"MYL4",0,1.31181578251347,0.76,0.006,0,"7","MYL4"
"SLC2A1",0,1.21675916408506,0.728,0.125,0,"7","SLC2A1"
"SOX6",0,1.20571100829628,0.579,0.002,0,"7","SOX6"
"SELENBP1",0,1.18866877140492,0.765,0.003,0,"7","SELENBP1"
"FAM210B",0,1.18207280218384,0.898,0.131,0,"7","FAM210B"
"FECH",0,1.16598032244372,0.845,0.035,0,"7","FECH"
"FAM178B",0,1.14844926659781,0.396,0.003,0,"7","FAM178B"
"RHD",0,1.05906532213287,0.606,0.009,0,"7","RHD"
"ABCB10",0,1.05188565268138,0.691,0.056,0,"7","ABCB10"
"EPB42",0,1.0317414470234,0.758,0.001,0,"7","EPB42"
"CPOX",0,0.983083871680688,0.699,0.042,0,"7","CPOX"
"TMEM56",0,0.958555907178946,0.636,0.005,0,"7","TMEM56"
"KCNH2",0,0.907979521479612,0.512,0.003,0,"7","KCNH2"
"RHCE",0,0.904917243078643,0.564,0.004,0,"7","RHCE"
"ADD2",0,0.899349150490052,0.623,0.013,0,"7","ADD2"
"NFIA",0,0.89090706250631,0.612,0.044,0,"7","NFIA"
"APOC1",0,0.871856602609385,0.423,0.006,0,"7","APOC1"
"HES6",0,0.867609629150099,0.623,0.032,0,"7","HES6"
"ALAD",0,0.862181674665856,0.678,0.082,0,"7","ALAD"
"OAT",0,0.851921688051327,0.673,0.095,0,"7","OAT"
"TSPO2",0,0.849475495770216,0.514,0.001,0,"7","TSPO2"
"MINPP1",0,0.833236784893227,0.658,0.045,0,"7","MINPP1"
"RFESD",0,0.82045029603672,0.671,0.019,0,"7","RFESD"
"TAL1",0,0.792284937305832,0.656,0.003,0,"7","TAL1"
"MXI1",0,0.73251317733743,0.739,0.072,0,"7","MXI1"
"DNAJA4",0,0.70375391484727,0.582,0.026,0,"7","DNAJA4"
"PIGQ",0,0.702135653182009,0.593,0.064,0,"7","PIGQ"
"SLC38A5",0,0.700196217801211,0.641,0.048,0,"7","SLC38A5"
"ARHGEF12",0,0.687475967843445,0.434,0.022,0,"7","ARHGEF12"
"EPOR",0,0.677659861978257,0.612,0.011,0,"7","EPOR"
"ACSL6",0,0.667480589760507,0.329,0.01,0,"7","ACSL6"
"TRIM10",0,0.664621270428255,0.471,0,0,"7","TRIM10"
"SPTB",0,0.655922568466574,0.579,0.004,0,"7","SPTB"
"STRADB",0,0.649687381129293,0.739,0.085,0,"7","STRADB"
"AC100835.2",0,0.646138748098504,0.32,0.001,0,"7","AC100835.2"
"SLC14A1",0,0.633002788876652,0.421,0.016,0,"7","SLC14A1"
"GCLC",0,0.630157217901418,0.577,0.044,0,"7","GCLC"
"RIPOR3",0,0.605373727391881,0.482,0.004,0,"7","RIPOR3"
"ERMAP",0,0.596683033606057,0.577,0.032,0,"7","ERMAP"
"FKBP4",0,0.585358035275805,0.46,0.044,0,"7","FKBP4"
"FHDC1",0,0.572988514993897,0.434,0.001,0,"7","FHDC1"
"TFR2",0,0.570505852565333,0.567,0.016,0,"7","TFR2"
"HBQ1",0,0.558527327825809,0.641,0.005,0,"7","HBQ1"
"TUBB2A",0,0.557318559722974,0.616,0.015,0,"7","TUBB2A"
"SLC6A8",0,0.552621450763725,0.59,0.004,0,"7","SLC6A8"
"TSPAN5",0,0.548721607630727,0.519,0.041,0,"7","TSPAN5"
"NCEH1",0,0.546046622020828,0.534,0.023,0,"7","NCEH1"
"AQP1",0,0.528095287651433,0.364,0.01,0,"7","AQP1"
"SLC29A1",0,0.488370873188157,0.521,0.019,0,"7","SLC29A1"
"KEL",0,0.486254865970286,0.521,0.002,0,"7","KEL"
"CR1L",0,0.464058310580575,0.505,0.001,0,"7","CR1L"
"ACHE",0,0.454881140750473,0.457,0.001,0,"7","ACHE"
"JAZF1",0,0.454655493691726,0.534,0.052,0,"7","JAZF1"
"ATP1B2",0,0.449451984946482,0.471,0.001,0,"7","ATP1B2"
"PPOX",0,0.444986039321236,0.555,0.062,0,"7","PPOX"
"SLC43A1",0,0.4398669779089,0.529,0.037,0,"7","SLC43A1"
"ACKR1",0,0.439090872156799,0.427,0,0,"7","ACKR1"
"YPEL4",0,0.428760377000403,0.39,0.004,0,"7","YPEL4"
"FRMD4A",0,0.41590934716092,0.285,0.013,0,"7","FRMD4A"
"PKLR",0,0.414523135854811,0.451,0.001,0,"7","PKLR"
"XK",0,0.413381743958003,0.505,0.002,0,"7","XK"
"ART4",0,0.406094066465792,0.327,0.001,0,"7","ART4"
"AURKA",0,0.397295921306906,0.455,0.04,0,"7","AURKA"
"TGM2",0,0.39720022740805,0.506,0.004,0,"7","TGM2"
"TMOD1",0,0.391459127163433,0.516,0.002,0,"7","TMOD1"
"GYPE",0,0.388739266329695,0.429,0.001,0,"7","GYPE"
"TMEM86B",0,0.385525813647027,0.42,0.034,0,"7","TMEM86B"
"A4GALT",0,0.383870049030831,0.453,0.002,0,"7","A4GALT"
"CDH1",0,0.379121775778369,0.434,0.001,0,"7","CDH1"
"RNF123",0,0.378823467981081,0.521,0.059,0,"7","RNF123"
"ANKLE1",0,0.374178656298074,0.494,0.012,0,"7","ANKLE1"
"NMNAT3",0,0.362651174319341,0.438,0.007,0,"7","NMNAT3"
"EPCAM",0,0.358495374596638,0.323,0.002,0,"7","EPCAM"
"HIST1H2AJ",0,0.355048081977375,0.381,0.029,0,"7","HIST1H2AJ"
"DHRS13",0,0.352479867057523,0.473,0.035,0,"7","DHRS13"
"MFSD2B",0,0.34344055580666,0.447,0.004,0,"7","MFSD2B"
"STEAP3",0,0.34307041090911,0.458,0.003,0,"7","STEAP3"
"CTSE",0,0.338210056911314,0.386,0,0,"7","CTSE"
"MLLT3",0,0.332189501945902,0.445,0.044,0,"7","MLLT3"
"HIST1H2AH",0,0.328380883494762,0.386,0.032,0,"7","HIST1H2AH"
"MICAL2",0,0.328137835155013,0.36,0.014,0,"7","MICAL2"
"NCS1",0,0.31494696511641,0.436,0.002,0,"7","NCS1"
"RCL1",0,0.307559770749163,0.479,0.045,0,"7","RCL1"
"FCHO2",0,0.299718553005976,0.377,0.025,0,"7","FCHO2"
"CYBRD1",0,0.294964485514026,0.464,0.038,0,"7","CYBRD1"
"SMIM10",0,0.293392239779373,0.353,0.013,0,"7","SMIM10"
"SLC6A9",0,0.288200540973352,0.32,0.002,0,"7","SLC6A9"
"SLC25A21",0,0.28644203205459,0.377,0,0,"7","SLC25A21"
"GAL",0,0.280993326799463,0.298,0.001,0,"7","GAL"
"POLE2",0,0.279192481311254,0.414,0.023,0,"7","POLE2"
"FAM89A",0,0.278182798794856,0.275,0.015,0,"7","FAM89A"
"ERFE",0,0.275772143158155,0.392,0.001,0,"7","ERFE"
"RAB6B",0,0.273308054015177,0.335,0.002,0,"7","RAB6B"
"PLPP4",0,0.255987832497037,0.425,0.001,0,"7","PLPP4"
"CNRIP1",0,0.252625716767401,0.309,0.004,0,"7","CNRIP1"
"MOB1B",3.00985143574618e-306,0.831206117876027,0.612,0.088,6.14762155751158e-302,"7","MOB1B"
"HIST1H2AL",8.56624456350613e-306,0.286784366087445,0.357,0.028,1.74965545209613e-301,"7","HIST1H2AL"
"PTMS",1.00162833350893e-305,0.487253858279257,0.599,0.081,2.04582587119198e-301,"7","PTMS"
"SLC7A1",2.61207549995729e-302,0.323583796392823,0.499,0.058,5.33516420866277e-298,"7","SLC7A1"
"RANBP10",1.75272265626727e-296,0.502388688954183,0.558,0.073,3.57993602542591e-292,"7","RANBP10"
"ASNS",3.36142259691335e-295,0.307996556339874,0.338,0.026,6.86570565419551e-291,"7","ASNS"
"GALNT6",1.26134446271011e-292,0.342570558645185,0.46,0.05,2.57629606508539e-288,"7","GALNT6"
"NECTIN1",3.14117098643058e-291,0.251810491350212,0.392,0.036,6.41584173978446e-287,"7","NECTIN1"
"DCAF12",1.57668633789095e-288,0.707013878840776,0.59,0.086,3.22038184514227e-284,"7","DCAF12"
"NCAPG2",5.6639916435034e-283,0.282272356732422,0.451,0.05,1.15687029318557e-278,"7","NCAPG2"
"SLC1A5",1.24203315849964e-281,0.679527782464864,0.713,0.14,2.53685272623552e-277,"7","SLC1A5"
"SLC30A1",8.10441793613966e-281,0.295011818215068,0.364,0.032,1.65532736345652e-276,"7","SLC30A1"
"RPIA",1.2994524691364e-279,0.551344486007867,0.71,0.137,2.65413166821109e-275,"7","RPIA"
"ANKH",2.10645613614137e-279,0.375751986955561,0.529,0.069,4.30243665806875e-275,"7","ANKH"
"CAPRIN2",3.73385309975906e-270,0.340138939632223,0.46,0.055,7.62639495625788e-266,"7","CAPRIN2"
"UBAC1",1.10993471562744e-266,1.18544442391799,0.741,0.208,2.26704165666904e-262,"7","UBAC1"
"PIP5K1B",1.16704580988071e-262,0.273848145339287,0.436,0.049,2.38369106668134e-258,"7","PIP5K1B"
"TANGO2",2.28191104680706e-233,0.348864425341269,0.599,0.103,4.66080331310342e-229,"7","TANGO2"
"BTG3",7.62643932209759e-230,0.363708612153882,0.542,0.088,1.55770023153843e-225,"7","BTG3"
"TSPAN17",9.86501390791418e-226,0.391404198422313,0.505,0.079,2.01492909069147e-221,"7","TSPAN17"
"SSX2IP",1.37331490226993e-222,0.291292146596363,0.497,0.076,2.80499568788633e-218,"7","SSX2IP"
"GCLM",1.92855791117968e-222,0.699115448650623,0.656,0.147,3.93907953358449e-218,"7","GCLM"
"BCAM",1.88492332098515e-219,0.330142274085722,0.277,0.024,3.84995588311217e-215,"7","BCAM"
"MARCH8",5.15030737873724e-213,0.531952932805516,0.588,0.109,1.05195028210708e-208,"7","MARCH8"
"SGMS1",1.43925108292549e-211,0.260143908246802,0.353,0.04,2.93967033687532e-207,"7","SGMS1"
"YOD1",7.21561817795144e-207,0.348059352186965,0.447,0.065,1.47379001284658e-202,"7","YOD1"
"CMAS",5.84844057695514e-200,0.575214773997833,0.715,0.191,1.19454398784309e-195,"7","CMAS"
"KAT2B",1.35123869268936e-198,0.325523743283364,0.431,0.063,2.75990502981801e-194,"7","KAT2B"
"FLCN",2.93735734284212e-195,0.408422655537453,0.445,0.069,5.99955237275502e-191,"7","FLCN"
"MOSPD1",4.05631332893166e-189,0.299461810983851,0.486,0.083,8.28501997434291e-185,"7","MOSPD1"
"PPME1",2.832043283868e-187,0.464504440593854,0.603,0.127,5.78444840730039e-183,"7","PPME1"
"CDC27",8.89895835478865e-186,0.625174100380816,0.677,0.171,1.81761224396558e-181,"7","CDC27"
"FADS2",2.22416981327066e-184,0.274122605584983,0.407,0.062,4.54286684360533e-180,"7","FADS2"
"AMMECR1",5.32021203784852e-184,0.456894246271195,0.553,0.115,1.08665330873056e-179,"7","AMMECR1"
"HEBP1",1.86595862516045e-183,0.761495668323498,0.612,0.173,3.81122049189023e-179,"7","HEBP1"
"WRN",7.32185970191028e-180,0.356871932127701,0.499,0.092,1.49548984411518e-175,"7","WRN"
"UQCC2",4.7586836408394e-176,0.53489659511038,0.573,0.135,9.71961133641448e-172,"7","UQCC2"
"LPCAT3",6.3211013153668e-171,0.32623244727901,0.503,0.101,1.29108494366367e-166,"7","LPCAT3"
"SLC11A2",1.94200361071616e-170,0.337054550161816,0.479,0.088,3.96654237488775e-166,"7","SLC11A2"
"E2F4",1.07890309853669e-169,0.553062942714176,0.686,0.197,2.20365957876118e-165,"7","E2F4"
"STX2",1.23907219514286e-167,0.319894743708971,0.488,0.092,2.53080495857928e-163,"7","STX2"
"FAM13A",4.65513468942682e-165,0.250927901664548,0.409,0.067,9.50811260315428e-161,"7","FAM13A"
"SLC7A5",2.0183665593868e-162,0.579698764899394,0.519,0.11,4.12251369754755e-158,"7","SLC7A5"
"ABCC5",7.5691311424677e-162,0.277413681663206,0.475,0.088,1.54599503584903e-157,"7","ABCC5"
"SLC22A16",2.89792616190002e-161,0.317627137191323,0.514,0.105,5.9190141856808e-157,"7","SLC22A16"
"ATP7A",6.99029187615825e-161,0.265774206743731,0.433,0.075,1.42776711570532e-156,"7","ATP7A"
"NPRL3",1.7475866749772e-159,0.379280666213449,0.582,0.132,3.56944578364093e-155,"7","NPRL3"
"DPM2",1.34850911769671e-153,0.381549504283384,0.691,0.19,2.75432987289554e-149,"7","DPM2"
"TUBB6",3.81897645813487e-149,0.285436173484515,0.468,0.097,7.80025941574047e-145,"7","TUBB6"
"TNS1",6.31563550684317e-146,0.539077352290145,0.429,0.088,1.28996855227272e-141,"7","TNS1"
"CDC34",9.94485042000483e-145,0.325808688147735,0.599,0.146,2.03123569828599e-140,"7","CDC34"
"TRAP1",1.92058635842342e-142,0.292780770592722,0.409,0.081,3.92279763707984e-138,"7","TRAP1"
"PGRMC2",3.27077093278978e-138,0.323700800313739,0.564,0.142,6.68054963022312e-134,"7","PGRMC2"
"C1GALT1",4.16946334603701e-136,0.292592773431079,0.553,0.13,8.5161288842806e-132,"7","C1GALT1"
"UBXN6",2.4210686020446e-135,0.308841093881896,0.593,0.149,4.9450326196761e-131,"7","UBXN6"
"KMT5A",9.76915458397749e-134,0.445491041419739,0.599,0.173,1.9953498237774e-129,"7","KMT5A"
"LXN",2.59452930195105e-133,0.376819396132936,0.53,0.139,5.29932609923502e-129,"7","LXN"
"AP2A1",2.06449486812633e-131,0.391510709203164,0.652,0.192,4.21673076814803e-127,"7","AP2A1"
"CSE1L",1.33164600762315e-130,0.287617385982158,0.494,0.118,2.71988697057028e-126,"7","CSE1L"
"BOP1",4.65237320964131e-130,0.261923219537216,0.438,0.095,9.50247228069237e-126,"7","BOP1"
"PSMG3",5.52566276303119e-128,0.275290190313739,0.543,0.139,1.12861661934912e-123,"7","PSMG3"
"USP12",1.74319308679503e-127,0.320956686867653,0.542,0.133,3.56047187977885e-123,"7","USP12"
"FAM104A",6.04342375154227e-127,0.301779075343711,0.619,0.169,1.23436930125251e-122,"7","FAM104A"
"HTRA2",2.29658714458113e-126,0.467671819533034,0.627,0.198,4.69077924280695e-122,"7","HTRA2"
"SLC43A3",2.43491169325323e-124,0.396617710265843,0.501,0.133,4.97330713346973e-120,"7","SLC43A3"
"SREBF1",5.11418360193271e-124,0.345118785989658,0.462,0.11,1.04457200069476e-119,"7","SREBF1"
"BOLA3",4.18352672313172e-123,0.583509430395225,0.604,0.217,8.54485333199654e-119,"7","BOLA3"
"PITHD1",2.92164636680815e-122,0.480469063256336,0.712,0.234,5.96746270420564e-118,"7","PITHD1"
"TMEM63B",1.37095921322491e-119,0.293568518320009,0.262,0.039,2.80018419301188e-115,"7","TMEM63B"
"STK11",8.41227932156512e-118,0.469028202775424,0.628,0.181,1.71820805142968e-113,"7","STK11"
"BCAP29",5.77917767562649e-115,0.272579211392632,0.545,0.147,1.18039704024671e-110,"7","BCAP29"
"CLCN3",2.24511915328578e-113,0.385634529014982,0.566,0.159,4.58565587058622e-109,"7","CLCN3"
"DCAF11",3.11903982667573e-112,0.441963246606274,0.664,0.215,6.37063884598518e-108,"7","DCAF11"
"MDN1",1.2077405280275e-111,0.29765191079165,0.444,0.11,2.46681002849617e-107,"7","MDN1"
"PAK1IP1",7.17270974964307e-110,0.319458894206503,0.433,0.11,1.4650259663646e-105,"7","PAK1IP1"
"RPF2",4.0705175194721e-109,0.307698246199226,0.444,0.113,8.31403203352176e-105,"7","RPF2"
"KIAA1586",1.0615031625313e-102,0.261424647834098,0.529,0.148,2.16812020947019e-98,"7","KIAA1586"
"DDI2",4.30833044019312e-100,0.353114568811877,0.536,0.155,8.79976492409445e-96,"7","DDI2"
"SEC22C",6.93253843443645e-95,0.282645987972141,0.551,0.168,1.41597097523364e-90,"7","SEC22C"
"DCUN1D1",3.45698400559939e-92,0.414047868619458,0.689,0.247,7.06088983143675e-88,"7","DCUN1D1"
"GARS",1.41769721130605e-91,0.457801554339914,0.575,0.213,2.89564655409261e-87,"7","GARS"
"RRP15",8.83813390273866e-91,0.268841984260805,0.497,0.149,1.80518884963437e-86,"7","RRP15"
"CMSS1",1.943195375874e-90,0.266876384716769,0.449,0.129,3.96897655522264e-86,"7","CMSS1"
"UGGT1",1.30818950996603e-87,0.253907596242294,0.512,0.155,2.67197707410561e-83,"7","UGGT1"
"UBE2O",3.83360389442903e-87,0.256217037875677,0.464,0.13,7.83013595437129e-83,"7","UBE2O"
"SLC39A3",2.1780005727332e-85,0.366942857819831,0.516,0.177,4.44856616980756e-81,"7","SLC39A3"
"EMC3",3.43291749826185e-84,0.382935139007091,0.743,0.294,7.01173399019982e-80,"7","EMC3"
"GART",2.03115568718836e-82,0.2703046321247,0.488,0.155,4.14863549108222e-78,"7","GART"
"WIPI2",1.12246200753846e-77,0.323134549014172,0.638,0.242,2.2926286503973e-73,"7","WIPI2"
"YIPF6",4.23101954034656e-76,0.276268846289044,0.538,0.18,8.64185741115785e-72,"7","YIPF6"
"EIF3B",7.21695207253869e-76,0.451618216029341,0.566,0.231,1.47406246081603e-71,"7","EIF3B"
"MBNL3",2.05721726959685e-75,0.352932306376919,0.466,0.142,4.20186627315157e-71,"7","MBNL3"
"ISOC2",3.49467301133068e-75,0.373615156981298,0.44,0.15,7.13786962564291e-71,"7","ISOC2"
"GAR1",1.44592959473929e-73,0.287060097773916,0.484,0.169,2.953311197255e-69,"7","GAR1"
"OPA1",5.47814577293307e-73,0.300986870243599,0.508,0.167,1.11891127412158e-68,"7","OPA1"
"RAPGEF2",6.03343912054308e-73,0.362247147208574,0.433,0.128,1.23232994037092e-68,"7","RAPGEF2"
"LRRC59",3.72688710586463e-65,0.263201614306034,0.477,0.179,7.6121669137285e-61,"7","LRRC59"
"PSMF1",4.42983286289881e-65,0.318677565601657,0.71,0.309,9.04793362247082e-61,"7","PSMF1"
"MRPL37",1.01128998160502e-64,0.283151155672573,0.54,0.219,2.06555978742825e-60,"7","MRPL37"
"MRTO4",2.98918944034769e-62,0.271877331091366,0.427,0.153,6.10541943191016e-58,"7","MRTO4"
"ATG2B",3.54390205855938e-62,0.260206146777054,0.309,0.083,7.23841995460754e-58,"7","ATG2B"
"NAA50",5.361150946502e-53,0.297102998227502,0.556,0.25,1.09501508082303e-48,"7","NAA50"
"MARK3",5.26602541943727e-52,0.408281630684557,0.697,0.313,1.07558569192006e-47,"7","MARK3"
"VBP1",5.69195669172954e-52,0.309770573161151,0.61,0.311,1.16258215428576e-47,"7","VBP1"
"EIF4G1",4.55800715946767e-50,0.304394230991158,0.529,0.232,9.30972962321271e-46,"7","EIF4G1"
"TAB3",5.19766847042038e-49,0.3047742041451,0.279,0.082,1.06162378508336e-44,"7","TAB3"
"PSMD12",2.60527302445404e-46,0.331294443026613,0.571,0.297,5.32127015244737e-42,"7","PSMD12"
"HECTD4",7.40639866355878e-46,0.485325835940126,0.47,0.186,1.51275692703188e-41,"7","HECTD4"
"USP7",9.03887318176744e-43,0.279694125843461,0.638,0.288,1.846189847376e-38,"7","USP7"
"XPO7",3.10809350793452e-40,0.640628269787908,0.484,0.206,6.34828098995626e-36,"7","XPO7"
"PIK3CD",2.29361771943961e-27,-0.357054466778062,0.057,0.255,4.6847141919554e-23,"7","PIK3CD"
"AMD1",1.42394979078429e-26,0.258842582026075,0.595,0.378,2.90841744767691e-22,"7","AMD1"
"UBE2H",4.09479926701891e-18,0.339437751711819,0.409,0.221,8.36362750288612e-14,"7","UBE2H"
"FAAP20",1.08362840531794e-16,-0.383842098204857,0.344,0.417,2.2133110178619e-12,"7","FAAP20"
"RAB2A",1.52659297111615e-16,-0.38074541212492,0.486,0.51,3.11806614350473e-12,"7","RAB2A"
"ARF3",1.77756111191296e-16,-0.346297805567599,0.198,0.314,3.63066857108223e-12,"7","ARF3"
"GLTP",4.01057651466756e-16,-0.348558247739543,0.159,0.285,8.19160253120848e-12,"7","GLTP"
"FYTTD1",2.89815896250343e-15,-0.369780211784624,0.226,0.326,5.91948968091326e-11,"7","FYTTD1"
"MAN1A2",1.55911031633427e-12,-0.389181973475075,0.285,0.351,3.18448282111276e-08,"7","MAN1A2"
"C19orf66",1.23218648819891e-11,-0.327470743828385,0.196,0.283,2.51674090214627e-07,"7","C19orf66"
"TXNDC12",2.17880076855736e-11,-0.298253818195752,0.198,0.288,4.4502005697784e-07,"7","TXNDC12"
"PJA2",3.07452313021775e-09,-0.385225025476147,0.447,0.438,6.27971349346975e-05,"7","PJA2"
"AFF4",1.33075156964244e-07,-0.288396897522877,0.266,0.31,0.00271806008099469,"7","AFF4"
"PPCS",1.4349715250624e-06,-0.308765067687741,0.377,0.374,0.0293092933993994,"7","PPCS"
"ERP44",1.98744245188616e-06,-0.297423518577859,0.392,0.381,0.0405935120797749,"7","ERP44"
"SH3GLB1",5.09877985809404e-06,-0.330697140663564,0.462,0.431,0.104142578601571,"7","SH3GLB1"
"GMPR2",8.0603030424929e-05,-0.256966980903128,0.248,0.268,1,"7","GMPR2"
"TM2D1",0.000109470234287457,-0.27184213330384,0.349,0.338,1,"7","TM2D1"
"MMP24OS",0.000264610526140328,-0.281124047582725,0.32,0.319,1,"7","MMP24OS"
"TNIP1",0.0012889256168195,-0.278060739090408,0.268,0.274,1,"7","TNIP1"
"RNF181",0.00142078724539214,-0.25028598954323,0.47,0.412,1,"7","RNF181"
"CCDC90B",0.00179490366604526,-0.254887093418442,0.325,0.308,1,"7","CCDC90B"
"TLK1",0.00250048423029557,-0.279201983956701,0.421,0.366,1,"7","TLK1"
"PIGBOS1",0.00426663664095168,-0.250625215370825,0.303,0.289,1,"7","PIGBOS1"
"TRAT1",0,0.735505904786742,0.45,0.025,0,"8","TRAT1"
"CD28",0,0.528478103378066,0.363,0.017,0,"8","CD28"
"CD40LG",0,0.448716020423006,0.269,0.01,0,"8","CD40LG"
"TRABD2A",1.21464196522011e-260,0.490729018476557,0.286,0.017,2.48090621396208e-256,"8","TRABD2A"
"TNFRSF25",8.97457947746927e-237,0.480811700499209,0.339,0.028,1.8330578582731e-232,"8","TNFRSF25"
"RCAN3",1.41416610971494e-229,0.780821228997258,0.538,0.084,2.88843427909277e-225,"8","RCAN3"
"OXNAD1",4.03029562944518e-166,0.581058577768188,0.4,0.06,8.23187882314178e-162,"8","OXNAD1"
"BEX2",5.4123269836168e-151,0.366575375000244,0.252,0.024,1.10546778640373e-146,"8","BEX2"
"MAL",1.48160930460079e-142,0.608910702126342,0.404,0.071,3.02618700464711e-138,"8","MAL"
"THEM4",5.35039643790723e-130,0.419660577999738,0.283,0.037,1.09281847244255e-125,"8","THEM4"
"FAM102A",9.65951305367372e-116,0.400835235279875,0.271,0.038,1.97295554121286e-111,"8","FAM102A"
"FLT3LG",4.95868763561275e-106,0.425541654225457,0.32,0.056,1.0128119495739e-101,"8","FLT3LG"
"CAMK4",4.15814838127841e-98,0.526600189642114,0.39,0.09,8.49301806876116e-94,"8","CAMK4"
"MDFIC",1.84334506971441e-93,0.368225941714892,0.3,0.054,3.76503230489168e-89,"8","MDFIC"
"INPP4B",1.78655704979868e-91,0.370726337284087,0.305,0.057,3.64904277421381e-87,"8","INPP4B"
"S1PR1",2.56436199346215e-76,0.332685652080101,0.31,0.067,5.23770937164644e-72,"8","S1PR1"
"GPR171",1.03505540606151e-71,0.38196584094622,0.293,0.064,2.11410066688063e-67,"8","GPR171"
"TBC1D4",1.14598133809654e-71,0.479952294802192,0.257,0.053,2.34066688306218e-67,"8","TBC1D4"
"PDE3B",2.7984460724154e-69,0.460565687960122,0.438,0.141,5.71582610290845e-65,"8","PDE3B"
"PASK",1.89258870011329e-54,0.532228362199618,0.315,0.093,3.8656124199814e-50,"8","PASK"
"GATA3",7.19885779169759e-53,0.375325726722827,0.276,0.072,1.47036670395423e-48,"8","GATA3"
"ABLIM1",1.66144622369733e-50,0.350090679692854,0.322,0.099,3.39350391190179e-46,"8","ABLIM1"
"GPR155",4.45230261657561e-47,0.395293046266052,0.262,0.074,9.09382809435569e-43,"8","GPR155"
"AC044849.1",1.35966029539327e-46,0.261655053724238,0.257,0.068,2.77710615334075e-42,"8","AC044849.1"
"NSG1",2.98821783168027e-46,0.288534621067475,0.252,0.068,6.10343492120695e-42,"8","NSG1"
"TRADD",1.09512425876915e-40,0.436090046927954,0.448,0.206,2.236791298536e-36,"8","TRADD"
"CDC14A",1.01906885987201e-37,0.342070111632107,0.312,0.115,2.08144814628857e-33,"8","CDC14A"
"LDLRAP1",5.73772799703563e-31,0.301082010678275,0.276,0.106,1.17193094339453e-26,"8","LDLRAP1"
"MPST",2.84874021431446e-28,-0.328684384538503,0.053,0.313,5.81855188773728e-24,"8","MPST"
"HELB",2.59264295261853e-25,0.307174153464199,0.31,0.141,5.29547323072335e-21,"8","HELB"
"TTC39C",8.58208706803364e-25,0.357555670851549,0.414,0.231,1.75289128364587e-20,"8","TTC39C"
"TESPA1",1.84181556979111e-23,0.306636251746852,0.308,0.146,3.76190830129835e-19,"8","TESPA1"
"MRPS33",3.44016052067587e-19,0.275496332041424,0.378,0.216,7.02652786348046e-15,"8","MRPS33"
"PRKCA",1.82902648717461e-18,0.26268187172323,0.262,0.125,3.73578660005413e-14,"8","PRKCA"
"ZNF101",9.64097927584093e-18,0.26533108734952,0.286,0.143,1.96917001709051e-13,"8","ZNF101"
"IL27RA",1.39518592912791e-17,0.271580834704769,0.262,0.126,2.84966726024377e-13,"8","IL27RA"
"DEFA3",0,6.30645301023747,0.852,0.059,0,"9","DEFA3"
"DEFA4",0,4.39919628909453,0.833,0.007,0,"9","DEFA4"
"MPO",0,4.24917238806002,0.749,0.057,0,"9","MPO"
"AZU1",0,3.801071238066,0.802,0.016,0,"9","AZU1"
"PRTN3",0,3.79409554437696,0.613,0.015,0,"9","PRTN3"
"ELANE",0,3.68908850690266,0.744,0.015,0,"9","ELANE"
"CTSG",0,2.88176963709589,0.543,0.025,0,"9","CTSG"
"MS4A3",0,2.54374693660068,0.872,0.007,0,"9","MS4A3"
"TENT5A",0,1.98801464106449,0.671,0.039,0,"9","TENT5A"
"SLPI",0,1.84214227729621,0.565,0.005,0,"9","SLPI"
"CEACAM6",0,1.63255828004103,0.549,0.054,0,"9","CEACAM6"
"RNASE3",0,1.62120509519131,0.602,0.004,0,"9","RNASE3"
"ATP8B4",0,1.61321419228667,0.571,0.022,0,"9","ATP8B4"
"CLEC5A",0,0.792022148720825,0.259,0.005,0,"9","CLEC5A"
"SUCNR1",0,0.672682333898665,0.253,0.003,0,"9","SUCNR1"
"GOLGA8N",1.45573209783625e-208,0.839671753012145,0.323,0.027,2.97333280983055e-204,"9","GOLGA8N"
"FUT4",1.89843563706124e-181,1.02452250776446,0.379,0.045,3.87755478869759e-177,"9","FUT4"
"STXBP5",2.2426322548221e-129,0.862167103024642,0.279,0.032,4.58057638047414e-125,"9","STXBP5"
