"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"TGFB1.5",1.45466523900403e-29,-0.629174638292039,0.218,0.404,2.97115375066574e-25,"7","TGFB1"
"FADS3.3",1.52812346420637e-29,-0.434490806869994,0.144,0.342,3.12119217564151e-25,"7","FADS3"
"SNX2.4",1.68251931543195e-29,-0.509812497797701,0.458,0.534,3.43654570176976e-25,"7","SNX2"
"SUPT3H.2",1.72861360467171e-29,-0.377242725854195,0.076,0.28,3.53069328754197e-25,"7","SUPT3H"
"TIFA.3",1.81344115283301e-29,-0.358734446701376,0.057,0.261,3.70395355466142e-25,"7","TIFA"
"NOP58.1",1.8161975212732e-29,0.317565839715872,0.512,0.304,3.70958343720051e-25,"7","NOP58"
"PKN1.1",1.90743436451975e-29,-0.496750106973641,0.253,0.414,3.89593468953158e-25,"7","PKN1"
"GIMAP7.7",2.04598198219128e-29,-0.787281437864042,0.092,0.303,4.17891819862568e-25,"7","GIMAP7"
"USP34.4",2.06191259432518e-29,-0.469079012494278,0.501,0.577,4.21145647390918e-25,"7","USP34"
"LCK.6",2.6127621992216e-29,-0.566917536165618,0.072,0.282,5.33656679191011e-25,"7","LCK"
"CAPNS1.1",3.30693216818316e-29,-0.474450455643435,0.484,0.557,6.7544089535141e-25,"7","CAPNS1"
"CD47.1",3.50701229447586e-29,-0.390978381259751,0.627,0.678,7.16307261146695e-25,"7","CD47"
"POLM.1",4.87726872267262e-29,-0.338755723092176,0.054,0.256,9.96182136605883e-25,"7","POLM"
"SPCS1",5.91608382865069e-29,-0.381569135413973,0.608,0.704,1.2083601220019e-24,"7","SPCS1"
"RPS28",6.64883499469295e-29,-0.366085807179572,0.852,0.973,1.35802454766604e-24,"7","RPS28"
"UBE2I.1",1.45934302372949e-28,-0.379201322362535,0.601,0.676,2.98070812596749e-24,"7","UBE2I"
"SCAND1",1.57497438111039e-28,-0.420177988918672,0.604,0.623,3.21688517341796e-24,"7","SCAND1"
"KLHL24",1.59876055987317e-28,-0.40974330488059,0.15,0.345,3.26546844354096e-24,"7","KLHL24"
"CPNE3",1.6575684259564e-28,-0.547274441926825,0.264,0.423,3.38558351001596e-24,"7","CPNE3"
"TSC22D4",1.66069697652345e-28,-0.489327644057448,0.455,0.537,3.39197357454914e-24,"7","TSC22D4"
"ADD3.2",2.21826530700107e-28,-0.552119676382942,0.344,0.474,4.53080688954969e-24,"7","ADD3"
"TNFAIP8.4",2.398064764504e-28,-0.556953454703779,0.287,0.437,4.89804728149942e-24,"7","TNFAIP8"
"CYTH1.2",2.66865250689364e-28,-0.523342869708755,0.262,0.423,5.45072274533027e-24,"7","CYTH1"
"DEF6",2.70955576939176e-28,-0.35518129050293,0.061,0.26,5.53426765898267e-24,"7","DEF6"
"HMCES.3",3.0830462192325e-28,-0.5068460460786,0.251,0.405,6.29712190278237e-24,"7","HMCES"
"ARHGAP4",3.34419223329997e-28,-0.461556540429103,0.159,0.345,6.83051263651519e-24,"7","ARHGAP4"
"C12orf75.6",3.96468844527966e-28,-0.723848172823564,0.122,0.323,8.09787614948371e-24,"7","C12orf75"
"AC245297.3.1",4.18499820054778e-28,-0.511694176360604,0.231,0.4,8.54785882461884e-24,"7","AC245297.3"
"BTN3A2.6",4.28127230330319e-28,-0.564033262722558,0.309,0.454,8.74449867949676e-24,"7","BTN3A2"
"ACTN1.2",4.99713342707853e-28,-0.553816982595897,0.135,0.329,1.02066450248079e-23,"7","ACTN1"
"MEF2D",5.30265292372633e-28,-0.368341081389381,0.105,0.301,1.0830668596711e-23,"7","MEF2D"
"MT-ND2",5.34015341450848e-28,-0.264606217077925,0.804,0.991,1.09072633491336e-23,"7","MT-ND2"
"TRAPPC1.2",5.81998200043041e-28,-0.481452647824999,0.575,0.598,1.18873132358791e-23,"7","TRAPPC1"
"COX6B1",6.01884362823254e-28,-0.313854234120559,0.769,0.845,1.2293488110665e-23,"7","COX6B1"
"GTF2IRD2.2",6.21120097586623e-28,-0.366712810954777,0.078,0.273,1.26863779932068e-23,"7","GTF2IRD2"
"RUNX3.6",6.45331053440387e-28,-0.681202147396649,0.109,0.311,1.31808867665199e-23,"7","RUNX3"
"KDM5A",7.628910364497e-28,-0.374196791290527,0.468,0.549,1.55820494194851e-23,"7","KDM5A"
"OAZ1.1",7.83243303250246e-28,-0.317987700216115,0.928,0.955,1.59977444688863e-23,"7","OAZ1"
"MAX",8.59207386016421e-28,-0.496628236411669,0.303,0.441,1.75493108593854e-23,"7","MAX"
"NDUFAF8",9.4011911750303e-28,0.317777972558272,0.584,0.375,1.92019329749994e-23,"7","NDUFAF8"
"CCM2",9.59528420544214e-28,-0.480995874826798,0.259,0.409,1.95983679896156e-23,"7","CCM2"
"SH3BP2.2",1.11939305515917e-27,-0.39210172808562,0.065,0.261,2.28636031516261e-23,"7","SH3BP2"
"MT-ND4",1.19373073821852e-27,-0.259471921632018,0.843,0.993,2.43819503281133e-23,"7","MT-ND4"
"KANSL1",1.20619985400924e-27,-0.412564650198645,0.473,0.548,2.46366320181388e-23,"7","KANSL1"
"JMJD1C.4",1.29768993847813e-27,-0.457385102720248,0.451,0.54,2.65053169934158e-23,"7","JMJD1C"
"CCT2.2",1.31803902164298e-27,0.397936775459304,0.625,0.478,2.69209470170578e-23,"7","CCT2"
"CHD3",1.35775078578435e-27,-0.482128103791048,0.253,0.408,2.77320597996454e-23,"7","CHD3"
"SH3BGRL",1.59019581325818e-27,-0.363629158218,0.719,0.712,3.24797494857982e-23,"7","SH3BGRL"
"BAZ2B.4",1.59909022509388e-27,-0.523368597220078,0.229,0.397,3.26614178475424e-23,"7","BAZ2B"
"PYHIN1.6",1.78734203346781e-27,-0.483917462370355,0.061,0.262,3.65064610335801e-23,"7","PYHIN1"
"HIST1H4C.7",1.92176571525347e-27,1.38102819025739,0.756,0.757,3.9252064734052e-23,"7","HIST1H4C"
"CARHSP1.5",1.94929539228872e-27,-0.478467346562965,0.595,0.608,3.98143583874972e-23,"7","CARHSP1"
"PPP3CA",1.99204466575834e-27,-0.543966674891239,0.311,0.439,4.06875122981141e-23,"7","PPP3CA"
"ZNF107.4",2.07849588193192e-27,-0.508679317925211,0.216,0.383,4.24532783884595e-23,"7","ZNF107"
"EZR",2.09708525734869e-27,-0.502487991500462,0.416,0.515,4.2832966381347e-23,"7","EZR"
"PIK3CD",2.29361771943961e-27,-0.357054466778062,0.057,0.255,4.6847141919554e-23,"7","PIK3CD"
"ARHGAP15",2.39069948250822e-27,-0.499296085582792,0.24,0.399,4.88300369302305e-23,"7","ARHGAP15"
"LIMS1.4",3.04957583242684e-27,-0.678170326548204,0.547,0.575,6.22875863773182e-23,"7","LIMS1"
"HNRNPDL.3",3.2400329666654e-27,-0.418669033417019,0.606,0.735,6.61776733441408e-23,"7","HNRNPDL"
"PARP14.4",3.50076922797913e-27,-0.519326895350159,0.397,0.499,7.15032114814737e-23,"7","PARP14"
"ATP5MF.3",4.15179654776669e-27,0.397005341628634,0.758,0.679,8.48004444881346e-23,"7","ATP5MF"
"ANKRD12.3",5.9470451937255e-27,-0.430130485737529,0.599,0.693,1.21468398081843e-22,"7","ANKRD12"
"DNAJC4.2",6.15154505252407e-27,-0.438439835053448,0.216,0.378,1.25645307697804e-22,"7","DNAJC4"
"TAGAP.2",6.35368589652988e-27,-0.485287784118383,0.07,0.265,1.29774034436623e-22,"7","TAGAP"
"SYK.3",7.50639532370023e-27,-0.493212697239487,0.168,0.345,1.53318124486577e-22,"7","SYK"
"PRKAR1A",7.71705804719444e-27,-0.537896517096955,0.342,0.459,1.57620910613946e-22,"7","PRKAR1A"
"LAPTM4A.1",8.58981332258492e-27,-0.472259468994945,0.414,0.5,1.75446937113797e-22,"7","LAPTM4A"
"CCDC12",1.01608244425002e-26,-0.424445022984239,0.492,0.554,2.07534839238066e-22,"7","CCDC12"
"GBP2.6",1.04398815563599e-26,-0.51941749527686,0.059,0.257,2.1323458078865e-22,"7","GBP2"
"CCSER2.2",1.21067750185818e-26,-0.39254542591581,0.089,0.281,2.47280879754533e-22,"7","CCSER2"
"AMD1",1.42394979078429e-26,0.258842582026075,0.595,0.378,2.90841744767691e-22,"7","AMD1"
"CSTB.4",1.87572456428567e-26,-0.54841020067318,0.311,0.44,3.83116742255347e-22,"7","CSTB"
"LCP2.2",1.89498988477286e-26,-0.455571158012593,0.153,0.337,3.87051683964857e-22,"7","LCP2"
"EGFL7.5",2.03829336901128e-26,-0.519879438041561,0.227,0.396,4.16321420620554e-22,"7","EGFL7"
"BTK.4",2.5314007652028e-26,-0.551200621537508,0.292,0.427,5.17038606292672e-22,"7","BTK"
"SEPT1.3",2.77875237117876e-26,-0.386508775789102,0.098,0.289,5.67560171813262e-22,"7","SEPT1"
"TBCA",3.13494354895147e-26,-0.333966696173108,0.608,0.731,6.40312219873339e-22,"7","TBCA"
"TAP1.4",3.38176071915913e-26,-0.552946327030856,0.305,0.44,6.90724626888252e-22,"7","TAP1"
"ANKRD11.1",4.15889743592473e-26,-0.394533227401312,0.543,0.64,8.49454801287625e-22,"7","ANKRD11"
"GDF11.4",4.56329852505686e-26,-0.421558758746205,0.122,0.303,9.32053723742865e-22,"7","GDF11"
"ADGRG1.4",5.09079542383059e-26,-0.58742538670316,0.218,0.383,1.0397949653174e-21,"7","ADGRG1"
"ZNF706.3",5.43437886871358e-26,-0.383228835449961,0.519,0.624,1.10997188393475e-21,"7","ZNF706"
"RILPL2.1",5.65017168975707e-26,-0.450124938491987,0.214,0.376,1.15404756763288e-21,"7","RILPL2"
"TRIM44.2",7.17501018206162e-26,-0.432057254188231,0.251,0.402,1.46549582968609e-21,"7","TRIM44"
"TSNAX.4",7.19946504528418e-26,-0.486926004731559,0.436,0.508,1.47049073549929e-21,"7","TSNAX"
"LIG4.3",8.93021776205401e-26,-0.380163888986204,0.072,0.258,1.82399697789953e-21,"7","LIG4"
"STRBP.5",9.38926918700328e-26,-0.499774828354059,0.431,0.507,1.91775823144542e-21,"7","STRBP"
"GLIPR1.5",1.00206574719241e-25,-0.492192541952273,0.142,0.324,2.0467192886405e-21,"7","GLIPR1"
"SERINC5.4",1.06496976562084e-25,-0.548084118392052,0.257,0.398,2.17520074628056e-21,"7","SERINC5"
"S100A10.6",1.26506261209697e-25,-0.829304326100252,0.344,0.469,2.58389038520807e-21,"7","S100A10"
"RPL31.1",1.28855044807925e-25,-0.302160360161526,0.734,0.922,2.63186429020187e-21,"7","RPL31"
"TPST2.2",1.54580943416325e-25,-0.468304257174115,0.311,0.447,3.15731576927843e-21,"7","TPST2"
"TRIM56.2",2.06534386813903e-25,-0.527154541665176,0.342,0.455,4.21846485067397e-21,"7","TRIM56"
"KRT10",2.2789801629877e-25,-0.374629853071808,0.555,0.609,4.65481698290237e-21,"7","KRT10"
"HSPE1.5",2.37386587344341e-25,0.68434500392455,0.588,0.444,4.84862104650816e-21,"7","HSPE1"
"AKR1A1.2",3.67094029413888e-25,-0.431101392517757,0.299,0.427,7.49789555077867e-21,"7","AKR1A1"
"GADD45GIP1",3.7913169202356e-25,0.391203634162329,0.584,0.447,7.74376480958121e-21,"7","GADD45GIP1"
"TYROBP.7",6.0982811813395e-25,-1.13102354199487,0.072,0.259,1.24557393128859e-20,"7","TYROBP"
"ETS1.7",6.13341367429661e-25,-0.671814290858296,0.115,0.303,1.25274974297508e-20,"7","ETS1"
"CDK6.5",6.56830044731549e-25,-0.497225640260507,0.423,0.577,1.34157536636419e-20,"7","CDK6"
"ZNF428",6.93741417105533e-25,-0.446402371081055,0.383,0.474,1.41696684443805e-20,"7","ZNF428"
"CEP68.4",7.25151977725885e-25,-0.405434538655622,0.124,0.301,1.48112291450512e-20,"7","CEP68"
"PRKD2",7.98659927449474e-25,-0.371289174316188,0.116,0.296,1.63126290181555e-20,"7","PRKD2"
"NIN",8.28761543733954e-25,-0.429475003667132,0.142,0.318,1.6927454530766e-20,"7","NIN"
"MIEN1.1",1.22299783915881e-24,-0.450980191406509,0.473,0.522,2.49797308648186e-20,"7","MIEN1"
"ENTPD4",1.29114164435062e-24,-0.38071275202858,0.126,0.301,2.63715680858613e-20,"7","ENTPD4"
"EPC1",1.35650637544811e-24,-0.47886465947876,0.477,0.534,2.77066427185276e-20,"7","EPC1"
"GNG2.3",1.40395769791904e-24,-0.556158049715265,0.261,0.399,2.86758359799963e-20,"7","GNG2"
"ITGAL.6",1.76088463654608e-24,-0.540990406068577,0.091,0.275,3.59660687014536e-20,"7","ITGAL"
"POLR2L.4",2.61758173446364e-24,0.323317559786984,0.656,0.502,5.34641069264198e-20,"7","POLR2L"
"ARHGEF1.2",2.97734359912065e-24,-0.492799039984868,0.209,0.362,6.08122430120393e-20,"7","ARHGEF1"
"MFSD10",3.10820594131042e-24,-0.428076707563782,0.152,0.322,6.34851063512653e-20,"7","MFSD10"
"ING4",3.1876241618966e-24,-0.341100589277687,0.12,0.296,6.51072235067381e-20,"7","ING4"
"GRB2",3.36287079859234e-24,-0.487877529405867,0.46,0.514,6.86866360612485e-20,"7","GRB2"
"TRANK1",3.37331770568665e-24,-0.350714499648295,0.076,0.255,6.89000141386498e-20,"7","TRANK1"
"HHEX.4",3.4506163878186e-24,-0.376986538832015,0.087,0.265,7.0478839721195e-20,"7","HHEX"
"RNF44",3.45455361418536e-24,-0.423549379697047,0.17,0.335,7.0559257569736e-20,"7","RNF44"
"DNAJB14",4.52184355794839e-24,-0.468225400307685,0.299,0.425,9.23586546710958e-20,"7","DNAJB14"
"CST7.7",7.28029971576608e-24,-1.26307587252942,0.128,0.305,1.48700121694522e-19,"7","CST7"
"MRPS6",7.97213855027535e-24,-0.439588410147242,0.357,0.475,1.62830929889374e-19,"7","MRPS6"
"IGLL1.6",8.82380661842933e-24,-1.41715363484556,0.14,0.309,1.80226250181419e-19,"7","IGLL1"
"PIK3R1.1",8.8998159589631e-24,-0.487860005083573,0.407,0.501,1.81778740961821e-19,"7","PIK3R1"
"CD84.3",9.88929466121207e-24,-0.373096181529152,0.087,0.263,2.01988843455257e-19,"7","CD84"
"REST",1.02432794420347e-23,-0.467522246231835,0.433,0.505,2.09218982603559e-19,"7","REST"
"CDK13.1",1.03753235025447e-23,-0.527886394855514,0.353,0.453,2.11915982539475e-19,"7","CDK13"
"FPGS.4",1.07063074046396e-23,-0.477630516415086,0.312,0.424,2.18676328739763e-19,"7","FPGS"
"BOD1L1",1.08421515376545e-23,-0.430056204544656,0.53,0.6,2.21450945156593e-19,"7","BOD1L1"
"NCOA3.1",1.10472487450263e-23,-0.402003789636061,0.194,0.354,2.25640055617163e-19,"7","NCOA3"
"EID1",1.12640898150607e-23,-0.328309730444249,0.688,0.756,2.30069034472614e-19,"7","EID1"
"SUPT16H.1",1.15412332624835e-23,0.285837946147819,0.593,0.398,2.35729689386226e-19,"7","SUPT16H"
"ARID1A.1",1.86481952980798e-23,-0.43213618886925,0.449,0.518,3.80889388963281e-19,"7","ARID1A"
"LDHA.3",2.08903901339421e-23,-0.353641972985227,0.453,0.601,4.26686218485767e-19,"7","LDHA"
"PSMB8-AS1",2.1322984993032e-23,-0.417264185934957,0.235,0.381,4.3552196848268e-19,"7","PSMB8-AS1"
"SUMO1",2.49956556794355e-23,-0.366893511062801,0.604,0.634,5.1053626725247e-19,"7","SUMO1"
"CCL5.7",2.62193485971767e-23,-1.80037116704631,0.177,0.35,5.35530195097334e-19,"7","CCL5"
"ACTR3.3",2.62449255850944e-23,-0.412384331937923,0.667,0.688,5.36052605075554e-19,"7","ACTR3"
"TXN.3",3.1296819574272e-23,0.292786222427248,0.743,0.623,6.39237539804505e-19,"7","TXN"
"HDAC7.4",4.44443394770945e-23,-0.451121388447541,0.338,0.457,9.07775633819656e-19,"7","HDAC7"
"GAB1.5",4.47708731215455e-23,-0.594876778802489,0.401,0.476,9.14445083507567e-19,"7","GAB1"
"BAX.1",4.52205434583905e-23,-0.447107630296651,0.466,0.515,9.23629600137626e-19,"7","BAX"
"RNF125.2",4.72820660280479e-23,-0.401284937446135,0.098,0.273,9.65736198622879e-19,"7","RNF125"
"HMGN1.1",4.91010717977143e-23,-0.300358149637383,0.58,0.787,1.00288939146831e-18,"7","HMGN1"
"ITGB2.7",5.4234254851311e-23,-0.859381233569216,0.174,0.343,1.10773465533803e-18,"7","ITGB2"
"STX7.3",6.21842710320156e-23,-0.542924575529229,0.429,0.489,1.27011373582892e-18,"7","STX7"
"PPP1R2",6.65310105031057e-23,-0.505931382852632,0.37,0.456,1.35889588952593e-18,"7","PPP1R2"
"VSIR.2",7.39487129131145e-23,-0.457910329363431,0.122,0.291,1.51040246125036e-18,"7","VSIR"
"DOCK11",8.70069214536382e-23,-0.383240756543775,0.129,0.294,1.77711637069056e-18,"7","DOCK11"
"SSH2.1",8.79258777365911e-23,-0.486387153847248,0.285,0.401,1.79588605276987e-18,"7","SSH2"
"IGF2R.1",9.25887319278645e-23,-0.44276901156021,0.179,0.34,1.89112484962663e-18,"7","IGF2R"
"FUS.1",1.09894939653603e-22,-0.320550885273296,0.66,0.783,2.24460414242485e-18,"7","FUS"
"ZSCAN18.3",1.19534417897863e-22,-0.336023836365166,0.096,0.262,2.44149048556385e-18,"7","ZSCAN18"
"TIMM8B",1.67791890285197e-22,0.279293331883388,0.599,0.425,3.42714935907515e-18,"7","TIMM8B"
"CLSTN1",2.05257487590958e-22,-0.330198393270953,0.1,0.267,4.19238418404532e-18,"7","CLSTN1"
"WDR1",2.36385659557452e-22,-0.47670145804002,0.403,0.48,4.82817709646096e-18,"7","WDR1"
"SEC63.3",2.59626955084483e-22,-0.494025437833432,0.383,0.463,5.30288055760057e-18,"7","SEC63"
"CDK2AP2.2",2.90160412246198e-22,-0.522664053335133,0.349,0.441,5.9265264201286e-18,"7","CDK2AP2"
"RIF1.1",3.01344682500945e-22,0.283645955810811,0.506,0.311,6.15496514008179e-18,"7","RIF1"
"CRBN",3.11930793833194e-22,-0.480196002822541,0.383,0.461,6.37118646404299e-18,"7","CRBN"
"ARL4C.7",3.72185957508048e-22,-1.04022097528188,0.116,0.285,7.60189818210188e-18,"7","ARL4C"
"FNBP4",3.82994602071368e-22,-0.417520803188393,0.372,0.466,7.82266474730769e-18,"7","FNBP4"
"DPP7",3.89963856990678e-22,-0.416616075482432,0.427,0.499,7.9650117790346e-18,"7","DPP7"
"SNHG8.5",4.81239132444827e-22,-0.429702732493193,0.516,0.617,9.82930928018559e-18,"7","SNHG8"
"PRKX",5.20166047684682e-22,-0.412286959132333,0.174,0.325,1.06243915239596e-17,"7","PRKX"
"SAMHD1.7",5.29920077566104e-22,-0.534915981479084,0.116,0.284,1.08236175842877e-17,"7","SAMHD1"
"PACS1",6.23679079018569e-22,-0.370449812494209,0.126,0.286,1.27386451889543e-17,"7","PACS1"
"SERF2.3",6.4628036321748e-22,-0.287116770358795,0.891,0.952,1.3200276418717e-17,"7","SERF2"
"PRKACB.1",6.76790471192199e-22,-0.442943543751786,0.226,0.369,1.38234453741007e-17,"7","PRKACB"
"RBM26.4",8.65362737014446e-22,-0.434968335676804,0.421,0.496,1.76750339035201e-17,"7","RBM26"
"STK38",1.03574590470511e-21,-0.446934343337422,0.211,0.352,2.11551101036019e-17,"7","STK38"
"STK17B.4",1.07159615868461e-21,-0.534726554500158,0.394,0.487,2.18873515411331e-17,"7","STK17B"
"IDI1",1.6334125940414e-21,-0.472843144132185,0.39,0.471,3.33624522332955e-17,"7","IDI1"
"IDS.3",1.66200193919262e-21,-0.445302236695637,0.126,0.289,3.39463896080093e-17,"7","IDS"
"SEPT7.6",1.6748091135839e-21,-0.486728922829108,0.647,0.69,3.42079761449511e-17,"7","SEPT7"
"ITGAE.3",1.68934830720963e-21,-0.407107531780131,0.281,0.407,3.45049391747567e-17,"7","ITGAE"
"CCT5.1",2.12109800286257e-21,0.341815875164131,0.606,0.45,4.3323426708468e-17,"7","CCT5"
"VPS4B.1",2.38470252263811e-21,-0.466033641158598,0.312,0.418,4.87075490248835e-17,"7","VPS4B"
"CARD16.5",2.70766199991154e-21,-0.605107873669715,0.277,0.401,5.53039963481932e-17,"7","CARD16"
"ZBTB7A",3.38082052060216e-21,0.275392506597728,0.667,0.424,6.90532591332992e-17,"7","ZBTB7A"
"ZNF32",3.599843124428e-21,-0.326378128130835,0.12,0.276,7.35267958164418e-17,"7","ZNF32"
"UBXN4",4.36836341823121e-21,-0.346537417914183,0.606,0.643,8.92238228173725e-17,"7","UBXN4"
"VASP.4",4.69283432493482e-21,-0.626170839590821,0.238,0.366,9.58511410867937e-17,"7","VASP"
"NTHL1.4",4.91500494377576e-21,-0.442990869472988,0.233,0.365,1.0038897597662e-16,"7","NTHL1"
"THRAP3",4.92542545106015e-21,-0.349290268558888,0.654,0.68,1.00601814837904e-16,"7","THRAP3"
"ELK3.2",5.28121607242356e-21,-0.363358241985579,0.1,0.258,1.07868838279251e-16,"7","ELK3"
"KMT2A",5.7108758788245e-21,-0.361923797450882,0.499,0.559,1.1664463982499e-16,"7","KMT2A"
"ZNF493.1",5.86180054850506e-21,-0.371476549423544,0.157,0.31,1.19727276203216e-16,"7","ZNF493"
"CCNB1IP1.1",6.29448257400809e-21,-0.369096637424354,0.192,0.334,1.28564806574115e-16,"7","CCNB1IP1"
"KRAS",6.44202691884753e-21,-0.476203132754145,0.434,0.485,1.31578399817461e-16,"7","KRAS"
"RALY.1",6.50817748773365e-21,-0.413945752321585,0.516,0.536,1.3292952518696e-16,"7","RALY"
"MPHOSPH8.1",6.81519162788249e-21,-0.399157875188421,0.571,0.603,1.392002889995e-16,"7","MPHOSPH8"
"POLD4",7.09086734399049e-21,-0.2936324213657,0.1,0.262,1.44830965501006e-16,"7","POLD4"
"DAD1",7.90308614847853e-21,-0.34158305616968,0.571,0.618,1.61420534582674e-16,"7","DAD1"
"OGT",8.2959650401294e-21,-0.35780783007523,0.325,0.427,1.69445085944643e-16,"7","OGT"
"NSMCE1.5",9.96808584092958e-21,-0.609950684543725,0.353,0.438,2.03598153300987e-16,"7","NSMCE1"
"KLF6.4",1.23685136951017e-20,-0.791076128718824,0.46,0.528,2.52626892222453e-16,"7","KLF6"
"GCC2",1.23725017846829e-20,-0.417874592000241,0.521,0.561,2.52708348952149e-16,"7","GCC2"
"SDCCAG8.3",1.23967446740336e-20,-0.401001254439126,0.226,0.359,2.53203509967137e-16,"7","SDCCAG8"
"PRDX5.2",1.37870712796749e-20,-0.43621671692957,0.584,0.576,2.8160093088736e-16,"7","PRDX5"
"PRKCH.4",1.64421084432561e-20,-0.432081858679085,0.115,0.272,3.35830064953507e-16,"7","PRKCH"
"CHD4.4",1.74385108193551e-20,-0.390774756466451,0.508,0.582,3.56181583485328e-16,"7","CHD4"
"DTNBP1",1.90512257364171e-20,-0.399231127792073,0.211,0.342,3.8912128566632e-16,"7","DTNBP1"
"SMAD3.1",2.00048436572433e-20,-0.321399527473935,0.1,0.256,4.08598931699194e-16,"7","SMAD3"
"RBM6",2.39574893877338e-20,-0.43144825570243,0.447,0.498,4.89331720744462e-16,"7","RBM6"
"CNTRL.2",2.83089150616554e-20,-0.45460513694849,0.299,0.405,5.78209590134311e-16,"7","CNTRL"
"BCAP31",3.08167717094441e-20,-0.417185361793063,0.423,0.489,6.29432562165395e-16,"7","BCAP31"
"SLC44A1.3",3.61859863281853e-20,-0.361474299911174,0.14,0.291,7.39098770753186e-16,"7","SLC44A1"
"NEDD8.1",4.03446452344144e-20,-0.304779841614695,0.66,0.706,8.24039378912914e-16,"7","NEDD8"
"EPB41L4A-AS1.2",5.12613671363008e-20,-0.415421077648161,0.375,0.454,1.04701342375894e-15,"7","EPB41L4A-AS1"
"DGKZ.1",5.9887562263349e-20,-0.44917754729323,0.281,0.389,1.2232034592289e-15,"7","DGKZ"
"UQCRQ",6.17272289793674e-20,0.315877978992935,0.627,0.494,1.26077865190358e-15,"7","UQCRQ"
"DHRS7.6",6.57386588032826e-20,-0.541272958909718,0.177,0.325,1.34271210605705e-15,"7","DHRS7"
"ZNF720.1",6.73005622827215e-20,-0.394064689746814,0.192,0.33,1.37461398462459e-15,"7","ZNF720"
"MTPN.3",7.51017475233567e-20,-0.417881639561655,0.61,0.626,1.53395319316456e-15,"7","MTPN"
"SSU72",9.30420560657818e-20,-0.357818640009315,0.54,0.57,1.90038399514359e-15,"7","SSU72"
"ATP5MC1.1",9.85343621947296e-20,0.371304760096176,0.556,0.411,2.01256434782735e-15,"7","ATP5MC1"
"CREBRF.1",1.02939660822227e-19,-0.359272673340888,0.294,0.423,2.102542572294e-15,"7","CREBRF"
"RPAP2",1.25856397269188e-19,-0.45451939358509,0.203,0.334,2.57061691422316e-15,"7","RPAP2"
"COMT",1.46163540409776e-19,-0.398555175296571,0.375,0.454,2.98539031286968e-15,"7","COMT"
"ZNF37A.4",1.6017273677015e-19,-0.46043994957732,0.323,0.419,3.27152814853031e-15,"7","ZNF37A"
"CYCS.4",1.69014007163581e-19,0.303777262380051,0.619,0.469,3.45211109631614e-15,"7","CYCS"
"IRF2",1.69910363615516e-19,-0.43824757731488,0.442,0.487,3.47041917684692e-15,"7","IRF2"
"ABI1",1.72423193175781e-19,-0.409726025842427,0.314,0.409,3.52174372061533e-15,"7","ABI1"
"NLRC5.1",1.82953819323954e-19,-0.436189100546794,0.274,0.388,3.73683175969177e-15,"7","NLRC5"
"RUNX1",1.83569972209978e-19,-0.449698151777906,0.272,0.383,3.7494166823888e-15,"7","RUNX1"
"RPL17.1",1.88778253552618e-19,-0.302812684136034,0.61,0.725,3.85579582881222e-15,"7","RPL17"
"ANKRD28.3",1.89724900442908e-19,-0.492335175088973,0.231,0.355,3.8751310915464e-15,"7","ANKRD28"
"SIPA1.1",1.95328425803647e-19,-0.421033285525445,0.226,0.355,3.98958309703948e-15,"7","SIPA1"
"VPS28",2.27092880611783e-19,-0.372521129058351,0.647,0.61,4.63837208649566e-15,"7","VPS28"
"INSR.5",2.47479734139374e-19,-0.494439907810109,0.311,0.413,5.05477356979671e-15,"7","INSR"
"PABPN1.2",2.63748375049879e-19,-0.337002733780901,0.532,0.567,5.38706056039377e-15,"7","PABPN1"
"RAB11A",2.66245464747899e-19,-0.410059541643445,0.453,0.503,5.43806361747583e-15,"7","RAB11A"
"TTC9C.3",2.79444204360447e-19,-0.370466770517142,0.187,0.32,5.70764787406213e-15,"7","TTC9C"
"SNRPG.2",3.04814151700977e-19,0.391172712973248,0.654,0.584,6.22582904849247e-15,"7","SNRPG"
"GPATCH2L.3",3.21253246813195e-19,-0.473267507144691,0.335,0.42,6.56159756615952e-15,"7","GPATCH2L"
"LYPLA1",3.67130823664784e-19,-0.411282020691957,0.298,0.41,7.49864707335321e-15,"7","LYPLA1"
"CDS2.1",3.94848090136641e-19,-0.386902589694759,0.209,0.34,8.06477224104088e-15,"7","CDS2"
"CARD8",3.94875528505035e-19,-0.449974687033521,0.303,0.402,8.06533266971533e-15,"7","CARD8"
"RAN.2",5.13234616127224e-19,0.462713470591641,0.713,0.713,1.04828170343985e-14,"7","RAN"
"GALNT7.3",5.76344987983745e-19,-0.396673185039669,0.189,0.318,1.1771846379568e-14,"7","GALNT7"
"TCF3.5",5.968777347194e-19,-0.493446474028473,0.597,0.572,1.21912277316438e-14,"7","TCF3"
"HIST1H1C.3",5.98731449091795e-19,0.268569990629959,0.652,0.422,1.22290898476999e-14,"7","HIST1H1C"
"ORAI3.2",6.18142281512325e-19,-0.334257916945188,0.113,0.259,1.26255560998892e-14,"7","ORAI3"
"SEC62.3",6.48557665576746e-19,0.44607808166361,0.909,0.765,1.3246790319405e-14,"7","SEC62"
"CAMLG",7.03475244672604e-19,-0.441549603681781,0.384,0.453,1.43684818724379e-14,"7","CAMLG"
"STK10.3",7.75012203766296e-19,-0.459122326481192,0.24,0.361,1.58296242619266e-14,"7","STK10"
